GEMS Station Number;Sample Date;Sample Time;Depth;Parameter Code;Analysis Method Code;Value Flags;Value;Unit;Data Quality;Status
KEN00005;1987-04-15;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;2.5;mg/l;Fair;
KEN00005;1987-04-15;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.25;mg/l;Fair;
KEN00005;1987-04-15;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;2.5;mg/l;Fair;
KEN00005;1987-04-15;12:00;0.3;K-Dis;FPD;;3.6;mg/l;Fair;
KEN00005;1987-04-15;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;12.0;mg/l;Fair;
KEN00005;1987-04-15;12:00;0.3;SO4-Dis;SO4-TURB;;10.0;mg/l;Fair;
KEN00005;1987-04-15;12:00;0.3;TRP;COL-SnCl;;0.01;mg/l;Fair;
KEN00005;1987-04-15;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;3.5;mg/l;Fair;
KEN00005;1987-04-15;12:00;0.3;Na-Dis;FAAS-AAc-D;;15.0;mg/l;Fair;
KEN00005;1987-04-15;12:00;0.3;pH;pH-POT-25;;7.4;---;Fair;
KEN00005;1987-04-15;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;42.0;mg/l;Fair;
KEN00005;1987-04-15;12:00;0.3;F-Dis;F-ISE;;0.3;mg/l;Fair;
KEN00005;1987-04-15;12:00;0.3;COD;T-COL-K2CrO7;;22.0;mg/l;Fair;
KEN00005;1987-04-15;12:00;0.3;BOD;BOD-T-COL-AZD;;4.0;mg/l;Fair;
KEN00005;1987-04-15;12:00;0.3;O2-Dis;O2-ISE;;6.9;mg/l;Fair;
KEN00005;1987-04-15;12:00;0.3;NO3N;COL-BRU;;0.99;mg/l;Fair;
KEN00005;1987-04-15;12:00;0.3;NO2N;COL-AZO;;0.01;mg/l;Fair;
KEN00005;1987-04-15;12:00;0.3;TEMP;TEMP-THERMISTOR;;23.0;°C;Fair;
KEN00005;1987-04-15;12:00;0.3;EC;EC-CND-Pt;;154.0;µS/cm;Fair;
KEN00005;1987-05-20;12:00;0.3;EC;EC-CND-Pt;;92.5;µS/cm;Fair;
KEN00005;1987-05-20;12:00;0.3;TEMP;TEMP-THERMISTOR;;22.5;°C;Fair;
KEN00005;1987-05-20;12:00;0.3;NO2N;COL-AZO;;0.03;mg/l;Fair;
KEN00005;1987-05-20;12:00;0.3;NO3N;COL-BRU;;0.37;mg/l;Fair;
KEN00005;1987-05-20;12:00;0.3;F-Dis;F-ISE;;0.17;mg/l;Fair;
KEN00005;1987-05-20;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;26.0;mg/l;Fair;
KEN00005;1987-05-20;12:00;0.3;pH;pH-POT-25;;6.8;---;Fair;
KEN00005;1987-05-20;12:00;0.3;Na-Dis;FAAS-AAc-D;;10.0;mg/l;Fair;
KEN00005;1987-05-20;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;2.0;mg/l;Fair;
KEN00005;1987-05-20;12:00;0.3;TRP;COL-SnCl;<;0.01;mg/l;Fair;
KEN00005;1987-05-20;12:00;0.3;SO4-Dis;SO4-TURB;;0.31;mg/l;Fair;
KEN00005;1987-05-20;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;8.0;mg/l;Fair;
KEN00005;1987-05-20;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;4.5;mg/l;Fair;
KEN00005;1987-05-20;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.06;mg/l;Fair;
KEN00005;1987-05-20;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;<;0.01;mg/l;Fair;
KEN00005;1987-05-20;12:00;0.3;Q-Inst;W-Q-GAUGE;;29.3;m³/s;Fair;
KEN00005;1987-09-29;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;1.0;mg/l;Fair;
KEN00005;1987-09-29;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.2;mg/l;Fair;
KEN00005;1987-09-29;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;4.5;mg/l;Fair;
KEN00005;1987-09-29;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;18.0;mg/l;Fair;
KEN00005;1987-09-29;12:00;0.3;SO4-Dis;SO4-TURB;;38.0;mg/l;Fair;
KEN00005;1987-09-29;12:00;0.3;TRP;COL-SnCl;;0.01;mg/l;Fair;
KEN00005;1987-09-29;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;3.8;mg/l;Fair;
KEN00005;1987-09-29;12:00;0.3;Na-Dis;FAAS-AAc-D;;25.0;mg/l;Fair;
KEN00005;1987-09-29;12:00;0.3;pH;pH-POT-25;;6.4;---;Fair;
KEN00005;1987-09-29;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;46.0;mg/l;Fair;
KEN00005;1987-09-29;12:00;0.3;F-Dis;F-ISE;;0.4;mg/l;Fair;
KEN00005;1987-09-29;12:00;0.3;NO2N;COL-AZO;<;0.01;mg/l;Fair;
KEN00005;1987-09-29;12:00;0.3;TEMP;TEMP-THERMISTOR;;22.0;°C;Fair;
KEN00005;1987-09-29;12:00;0.3;EC;EC-CND-Pt;;247.0;µS/cm;Fair;
KEN00005;1987-11-27;12:00;0.3;EC;EC-CND-Pt;;169.0;µS/cm;Fair;
KEN00005;1987-11-27;12:00;0.3;TEMP;TEMP-THERMISTOR;;22.0;°C;Fair;
KEN00005;1987-11-27;12:00;0.3;NO2N;COL-AZO;;0.04;mg/l;Fair;
KEN00005;1987-11-27;12:00;0.3;O2-Dis;O2-ISE;;7.4;mg/l;Fair;
KEN00005;1987-11-27;12:00;0.3;F-Dis;F-ISE;;0.26;mg/l;Fair;
KEN00005;1987-11-27;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;54.0;mg/l;Fair;
KEN00005;1987-11-27;12:00;0.3;pH;pH-POT-25;;7.0;---;Fair;
KEN00005;1987-11-27;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;2.9;mg/l;Fair;
KEN00005;1987-11-27;12:00;0.3;TRP;COL-SnCl;;0.01;mg/l;Fair;
KEN00005;1987-11-27;12:00;0.3;SO4-Dis;SO4-TURB;;7.9;mg/l;Fair;
KEN00005;1987-11-27;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;11.0;mg/l;Fair;
KEN00005;1987-11-27;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;16.0;mg/l;Fair;
KEN00005;1987-12-03;12:00;0.3;EC;EC-CND-Pt;;143.0;µS/cm;Fair;
KEN00005;1987-12-03;12:00;0.3;TEMP;TEMP-THERMISTOR;;21.0;°C;Fair;
KEN00005;1987-12-03;12:00;0.3;NO2N;COL-AZO;;0.06;mg/l;Fair;
KEN00005;1987-12-03;12:00;0.3;F-Dis;F-ISE;;0.23;mg/l;Fair;
KEN00005;1987-12-03;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;28.0;mg/l;Fair;
KEN00005;1987-12-03;12:00;0.3;pH;pH-POT-25;;6.6;---;Fair;
KEN00005;1987-12-03;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;3.2;mg/l;Fair;
KEN00005;1987-12-03;12:00;0.3;TRP;COL-SnCl;<;0.01;mg/l;Fair;
KEN00005;1987-12-03;12:00;0.3;SO4-Dis;SO4-TURB;;4.4;mg/l;Fair;
KEN00005;1987-12-03;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;11.0;mg/l;Fair;
KEN00005;1987-12-03;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;5.6;mg/l;Fair;
KEN00005;1988-03-15;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;0.9;mg/l;Fair;
KEN00005;1988-03-15;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;<;0.1;mg/l;Fair;
KEN00005;1988-03-15;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;10.0;mg/l;Fair;
KEN00005;1988-03-15;12:00;0.3;K-Dis;FPD;;5.7;mg/l;Fair;
KEN00005;1988-03-15;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;20.0;mg/l;Fair;
KEN00005;1988-03-15;12:00;0.3;SO4-Dis;SO4-TURB;;22.0;mg/l;Fair;
KEN00005;1988-03-15;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;4.4;mg/l;Fair;
KEN00005;1988-03-15;12:00;0.3;Na-Dis;FAAS-AAc-D;;43.0;mg/l;Fair;
KEN00005;1988-03-15;12:00;0.3;pH;pH-POT-25;;7.2;---;Fair;
KEN00005;1988-03-15;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;66.0;mg/l;Fair;
KEN00005;1988-03-15;12:00;0.3;F-Dis;F-ISE;;0.46;mg/l;Fair;
KEN00005;1988-03-15;12:00;0.3;BOD;BOD-T-COL-AZD;;4.95;mg/l;Fair;
KEN00005;1988-03-15;12:00;0.3;NO3N;COL-BRU;;0.01;mg/l;Fair;
KEN00005;1988-03-15;12:00;0.3;NO2N;COL-AZO;;0.4;mg/l;Fair;
KEN00005;1988-03-15;12:00;0.3;TEMP;TEMP-THERMISTOR;;22.0;°C;Fair;
KEN00005;1988-03-15;12:00;0.3;EC;EC-CND-Pt;;324.0;µS/cm;Fair;
KEN00006;1982-02-16;11:45;0.3;Fe-Tot;FAAS-AAc-D-NA;;0.4;mg/l;Fair;
KEN00006;1982-02-16;11:45;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.1;mg/l;Fair;
KEN00006;1982-02-16;11:45;0.3;Ca-Dis;T-COL-EDTA-HNB;;17.6;mg/l;Fair;
KEN00006;1982-02-16;11:45;0.3;K-Dis;FPD;;23.8;mg/l;Fair;
KEN00006;1982-02-16;11:45;0.3;Cl-Dis;T-COL-Hg-NO3-2;;34.0;mg/l;Fair;
KEN00006;1982-02-16;11:45;0.3;SO4-Dis;SO4-TURB;;4.0;mg/l;Fair;
KEN00006;1982-02-16;11:45;0.3;Mg-Dis;T-COL-EDTA-EBT;;4.3;mg/l;Fair;
KEN00006;1982-02-16;11:45;0.3;Na-Dis;FAAS-AAc-D;;90.0;mg/l;Fair;
KEN00006;1982-02-16;11:45;0.3;pH;pH-POT-25;;7.2;---;Fair;
KEN00006;1982-02-16;11:45;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;218.0;mg/l;Fair;
KEN00006;1982-02-16;11:45;0.3;F-Dis;F-ISE;;0.8;mg/l;Fair;
KEN00006;1982-02-16;11:45;0.3;NO3N;COL-BRU;;1.5;mg/l;Fair;
KEN00006;1982-02-16;11:45;0.3;NO2N;COL-AZO;;1.0;mg/l;Fair;
KEN00006;1982-02-16;11:45;0.3;TEMP;TEMP-THERMISTOR;;21.0;°C;Fair;
KEN00006;1982-02-16;11:45;0.3;EC;EC-CND-Pt;;680.0;µS/cm;Fair;
KEN00006;1982-02-17;12:00;0.0;Fe-Tot;FAAS-AAc-D-NA;;0.4;mg/l;Fair;
KEN00006;1982-02-17;12:00;0.0;Mn-Dis;FAAS-AAc-D;;0.0;mg/l;Poor;
KEN00006;1982-02-17;12:00;0.0;Ca-Dis;FAES-NAc-D;;17.6;mg/l;Fair;
KEN00006;1982-02-17;12:00;0.0;K-Dis;FPD;;23.8;mg/l;Fair;
KEN00006;1982-02-17;12:00;0.0;Cl-Dis;T-COL-Hg-NO3-2;;24.0;mg/l;Fair;
KEN00006;1982-02-17;12:00;0.0;SO4-Dis;SO4-TURB;;0.0;mg/l;Poor;
KEN00006;1982-02-17;12:00;0.0;Mg-Dis;FAAS-AAc-D;;4.3;mg/l;Fair;
KEN00006;1982-02-17;12:00;0.0;Na-Dis;FAAS-AAc-D;;90.5;mg/l;Fair;
KEN00006;1982-02-17;12:00;0.0;pH;pH-POT-25;;7.2;---;Fair;
KEN00006;1982-02-17;12:00;0.0;Alk-Tot;Alk-T-POT-TE-Auto;;0.0;mg/l;Poor;
KEN00006;1982-02-17;12:00;0.0;F-Dis;F-ISE;;0.5;mg/l;Fair;
KEN00006;1982-02-17;12:00;0.0;NOxN;COL-AZO-Cd;;1.3;mg/l;Fair;
KEN00006;1982-02-17;12:00;0.0;EC;EC-CND-Pt;;680.0;µS/cm;Fair;
KEN00006;1982-10-12;11:45;0.3;EC;EC-CND-Pt;;490.0;µS/cm;Fair;
KEN00006;1982-10-12;11:45;0.3;TEMP;TEMP-THERMISTOR;;22.0;°C;Fair;
KEN00006;1982-10-12;11:45;0.3;NO2N;COL-AZO;;4.19;mg/l;Fair;
KEN00006;1982-10-12;11:45;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;210.0;mg/l;Fair;
KEN00006;1982-10-12;11:45;0.3;pH;pH-POT-25;;7.9;---;Fair;
KEN00006;1982-10-12;11:45;0.3;Na-Dis;FAAS-AAc-D;;69.0;mg/l;Fair;
KEN00006;1982-10-12;11:45;0.3;Mg-Dis;T-COL-EDTA-EBT;;5.1;mg/l;Fair;
KEN00006;1982-10-12;11:45;0.3;Cl-Dis;T-COL-Hg-NO3-2;;56.0;mg/l;Fair;
KEN00006;1982-10-12;11:45;0.3;Ca-Dis;T-COL-EDTA-HNB;;12.0;mg/l;Fair;
KEN00006;1982-10-12;11:45;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.1;mg/l;Fair;
KEN00006;1983-10-31;11:45;0.3;Ca-Dis;T-COL-EDTA-HNB;;16.0;mg/l;Fair;
KEN00006;1983-10-31;11:45;0.3;Cl-Dis;T-COL-Hg-NO3-2;;43.0;mg/l;Fair;
KEN00006;1983-10-31;11:45;0.3;SO4-Dis;SO4-TURB;;5.5;mg/l;Fair;
KEN00006;1983-10-31;11:45;0.3;Mg-Dis;T-COL-EDTA-EBT;;16.0;mg/l;Fair;
KEN00006;1983-10-31;11:45;0.3;Na-Dis;FAAS-AAc-D;;5.8;mg/l;Fair;
KEN00006;1983-10-31;11:45;0.3;pH;pH-POT-25;;7.4;---;Fair;
KEN00006;1983-10-31;11:45;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;176.0;mg/l;Fair;
KEN00006;1983-10-31;11:45;0.3;F-Dis;F-ISE;;0.64;mg/l;Fair;
KEN00006;1983-10-31;11:45;0.3;TEMP;TEMP-THERMISTOR;;21.0;°C;Fair;
KEN00006;1983-10-31;11:45;0.3;EC;EC-CND-Pt;;400.0;µS/cm;Fair;
KEN00006;1984-02-22;11:45;0.3;Ca-Dis;T-COL-EDTA-HNB;;22.0;mg/l;Fair;
KEN00006;1984-02-22;11:45;0.3;Cl-Dis;T-COL-Hg-NO3-2;;61.0;mg/l;Fair;
KEN00006;1984-02-22;11:45;0.3;SO4-Dis;SO4-TURB;;15.0;mg/l;Fair;
KEN00006;1984-02-22;11:45;0.3;Mg-Dis;T-COL-EDTA-EBT;;5.3;mg/l;Fair;
KEN00006;1984-02-22;11:45;0.3;pH;pH-POT-25;;7.1;---;Fair;
KEN00006;1984-02-22;11:45;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;222.0;mg/l;Fair;
KEN00006;1984-02-22;11:45;0.3;F-Dis;F-ISE;;0.3;mg/l;Fair;
KEN00006;1984-02-22;11:45;0.3;TEMP;TEMP-THERMISTOR;;22.0;°C;Fair;
KEN00006;1984-02-22;11:45;0.3;EC;EC-CND-Pt;;600.0;µS/cm;Fair;
KEN00006;1984-05-03;11:45;0.3;EC;EC-CND-Pt;;500.0;µS/cm;Fair;
KEN00006;1984-05-03;11:45;0.3;TEMP;TEMP-THERMISTOR;;22.0;°C;Fair;
KEN00006;1984-05-03;11:45;0.3;NO3N;COL-BRU;;0.09;mg/l;Fair;
KEN00006;1984-05-03;11:45;0.3;F-Dis;F-ISE;;0.7;mg/l;Fair;
KEN00006;1984-05-03;11:45;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;224.0;mg/l;Fair;
KEN00006;1984-05-03;11:45;0.3;pH;pH-POT-25;;7.5;---;Fair;
KEN00006;1984-05-03;11:45;0.3;Mg-Dis;T-COL-EDTA-EBT;;68.0;mg/l;Fair;
KEN00006;1984-05-03;11:45;0.3;TRP;COL-SnCl;;0.48;mg/l;Fair;
KEN00006;1984-05-03;11:45;0.3;SO4-Dis;SO4-TURB;;13.0;mg/l;Fair;
KEN00006;1984-05-03;11:45;0.3;Cl-Dis;T-COL-Hg-NO3-2;;31.0;mg/l;Fair;
KEN00006;1984-05-03;11:45;0.3;Ca-Dis;T-COL-EDTA-HNB;;14.0;mg/l;Fair;
KEN00006;1984-05-03;11:45;0.3;Fe-Tot;FAAS-AAc-D-NA;;0.52;mg/l;Fair;
KEN00006;1984-09-01;11:45;0.3;Fe-Tot;FAAS-AAc-D-NA;<;0.1;mg/l;Fair;
KEN00006;1984-09-01;11:45;0.3;Mn-Tot;FAAS-AAc-D-NA;<;0.1;mg/l;Fair;
KEN00006;1984-09-01;11:45;0.3;Ca-Dis;T-COL-EDTA-HNB;;23.0;mg/l;Fair;
KEN00006;1984-09-01;11:45;0.3;Cl-Dis;T-COL-Hg-NO3-2;;64.0;mg/l;Fair;
KEN00006;1984-09-01;11:45;0.3;SO4-Dis;SO4-TURB;;14.0;mg/l;Fair;
KEN00006;1984-09-01;11:45;0.3;Mg-Dis;T-COL-EDTA-EBT;;7.7;mg/l;Fair;
KEN00006;1984-09-01;11:45;0.3;Na-Dis;FAAS-AAc-D;;115.0;mg/l;Fair;
KEN00006;1984-09-01;11:45;0.3;pH;pH-POT-25;;7.3;---;Fair;
KEN00006;1984-09-01;11:45;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;282.0;mg/l;Fair;
KEN00006;1984-09-01;11:45;0.3;F-Dis;F-ISE;;1.0;mg/l;Fair;
KEN00006;1984-09-01;11:45;0.3;TEMP;TEMP-THERMISTOR;;21.0;°C;Fair;
KEN00006;1984-09-01;11:45;0.3;EC;EC-CND-Pt;;710.0;µS/cm;Fair;
KEN00006;1985-03-28;12:00;0.3;EC;EC-CND-Pt;;600.0;µS/cm;Fair;
KEN00006;1985-03-28;12:00;0.3;TEMP;TEMP-THERMISTOR;;23.0;°C;Fair;
KEN00006;1985-03-28;12:00;0.3;F-Dis;F-ISE;;1.5;mg/l;Fair;
KEN00006;1985-03-28;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;200.0;mg/l;Fair;
KEN00006;1985-03-28;12:00;0.3;pH;pH-POT-25;;7.6;---;Fair;
KEN00006;1985-03-28;12:00;0.3;Na-Dis;FAAS-AAc-D;;140.0;mg/l;Fair;
KEN00006;1985-03-28;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;4.9;mg/l;Fair;
KEN00006;1985-03-28;12:00;0.3;TRP;COL-SnCl;;0.2;mg/l;Fair;
KEN00006;1985-03-28;12:00;0.3;SO4-Dis;SO4-TURB;;10.0;mg/l;Fair;
KEN00006;1985-03-28;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;49.0;mg/l;Fair;
KEN00006;1985-03-28;12:00;0.3;K-Dis;FPD;;13.0;mg/l;Fair;
KEN00006;1985-03-28;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;7.2;mg/l;Fair;
KEN00006;1985-03-28;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;1.1;mg/l;Fair;
KEN00006;1985-03-28;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;3.4;mg/l;Fair;
KEN00006;1985-04-30;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;36.0;mg/l;Fair;
KEN00006;1985-04-30;12:00;0.3;TSS;TSS-G;;94.0;mg/l;Fair;
KEN00006;1985-04-30;12:00;0.3;pH;pH-POT-25;;7.1;---;Fair;
KEN00006;1985-04-30;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;76.0;mg/l;Fair;
KEN00006;1985-04-30;12:00;0.3;F-Dis;F-ISE;;1.2;mg/l;Fair;
KEN00006;1985-04-30;12:00;0.3;COD;T-COL-K2CrO7;;68.0;mg/l;Fair;
KEN00006;1985-04-30;12:00;0.3;TEMP;TEMP-THERMISTOR;;21.0;°C;Fair;
KEN00006;1985-04-30;12:00;0.3;EC;EC-CND-Pt;;320.0;µS/cm;Fair;
KEN00006;1985-07-19;12:00;0.3;EC;EC-CND-Pt;;360.0;µS/cm;Fair;
KEN00006;1985-07-19;12:00;0.3;TEMP;TEMP-THERMISTOR;;18.0;°C;Fair;
KEN00006;1985-07-19;12:00;0.3;F-Dis;F-ISE;;0.5;mg/l;Fair;
KEN00006;1985-07-19;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;66.0;mg/l;Fair;
KEN00006;1985-07-19;12:00;0.3;pH;pH-POT-25;;6.9;---;Fair;
KEN00006;1985-07-19;12:00;0.3;Na-Dis;FAAS-AAc-D;;3.4;mg/l;Fair;
KEN00006;1985-07-19;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;7.1;mg/l;Fair;
KEN00006;1985-07-19;12:00;0.3;TRP;COL-SnCl;;0.18;mg/l;Fair;
KEN00006;1985-07-19;12:00;0.3;SO4-Dis;SO4-TURB;;8.3;mg/l;Fair;
KEN00006;1985-07-19;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;34.0;mg/l;Fair;
KEN00006;1985-07-19;12:00;0.3;K-Dis;FPD;;134.0;mg/l;Fair;
KEN00006;1985-07-19;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;1.1;mg/l;Fair;
KEN00006;1985-07-19;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;1.1;mg/l;Fair;
KEN00006;1985-07-19;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;4.2;mg/l;Fair;
KEN00006;1985-11-01;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.1;mg/l;Fair;
KEN00006;1985-11-01;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;0.1;mg/l;Fair;
KEN00006;1985-11-01;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;23.0;mg/l;Fair;
KEN00006;1985-11-01;12:00;0.3;SO4-Dis;SO4-TURB;;10.0;mg/l;Fair;
KEN00006;1985-11-01;12:00;0.3;TRP;COL-SnCl;;0.01;mg/l;Fair;
KEN00006;1985-11-01;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;22.0;mg/l;Fair;
KEN00006;1985-11-01;12:00;0.3;Na-Dis;FAAS-AAc-D;;11.0;mg/l;Fair;
KEN00006;1985-11-01;12:00;0.3;pH;pH-POT-25;;7.6;---;Fair;
KEN00006;1985-11-01;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;212.0;mg/l;Fair;
KEN00006;1985-11-01;12:00;0.3;F-Dis;F-ISE;;0.48;mg/l;Fair;
KEN00006;1985-11-01;12:00;0.3;COD;T-COL-K2CrO7;;120.0;mg/l;Fair;
KEN00006;1985-11-01;12:00;0.3;BOD;BOD-T-COL-AZD;;17.0;mg/l;Fair;
KEN00006;1985-11-01;12:00;0.3;TEMP;TEMP-THERMISTOR;;22.0;°C;Fair;
KEN00006;1985-11-01;12:00;0.3;EC;EC-CND-Pt;;600.0;µS/cm;Fair;
KEN00006;1986-03-03;12:00;0.3;TSS;TSS-G;;46.0;mg/l;Fair;
KEN00006;1986-03-03;12:00;0.3;EC;EC-CND-Pt;;1150.0;µS/cm;Fair;
KEN00006;1986-03-03;12:00;0.3;TEMP;TEMP-THERMISTOR;;22.0;°C;Fair;
KEN00006;1986-03-03;12:00;0.3;NO3N;COL-BRU;;0.02;mg/l;Fair;
KEN00006;1986-03-03;12:00;0.3;F-Dis;F-ISE;;1.2;mg/l;Fair;
KEN00006;1986-03-03;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;94.0;mg/l;Fair;
KEN00006;1986-03-03;12:00;0.3;pH;pH-POT-25;;8.0;---;Fair;
KEN00006;1986-03-03;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;61.0;mg/l;Fair;
KEN00006;1986-03-03;12:00;0.3;BOD;BOD-T-COL-AZD;;22.0;mg/l;Fair;
KEN00006;1986-03-03;12:00;0.3;COD;T-COL-K2CrO7;;150.0;mg/l;Fair;
KEN00006;1986-03-03;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;61.0;mg/l;Fair;
KEN00006;1986-03-03;12:00;0.3;EC;EC-CND-Pt;;1150.0;µS/cm;Fair;
KEN00006;1986-03-03;12:00;0.3;NO3N;COL-BRU;;0.02;mg/l;Fair;
KEN00006;1986-03-03;12:00;0.3;F-Dis;F-ISE;;1.2;mg/l;Fair;
KEN00006;1986-03-03;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;94.0;mg/l;Fair;
KEN00006;1986-03-03;12:00;0.3;pH;pH-POT-25;;8.0;---;Fair;
KEN00006;1986-04-22;11:45;0.3;EC;EC-CND-Pt;;520.0;µS/cm;Fair;
KEN00006;1986-04-22;11:45;0.3;TEMP;TEMP-THERMISTOR;;23.0;°C;Fair;
KEN00006;1986-04-22;11:45;0.3;NO3N;COL-BRU;;0.01;mg/l;Fair;
KEN00006;1986-04-22;11:45;0.3;BOD;BOD-T-COL-AZD;;45.0;mg/l;Fair;
KEN00006;1986-04-22;11:45;0.3;COD;T-COL-K2CrO7;;55.0;mg/l;Fair;
KEN00006;1986-04-22;11:45;0.3;F-Dis;F-ISE;;1.5;mg/l;Fair;
KEN00006;1986-04-22;11:45;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;192.0;mg/l;Fair;
KEN00006;1986-04-22;11:45;0.3;pH;pH-POT-25;;8.0;---;Fair;
KEN00006;1986-04-22;11:45;0.3;SiO2-Rea;COL-HB;;0.001;mg/l;Fair;
KEN00006;1986-04-22;11:45;0.3;Cl-Dis;T-COL-Hg-NO3-2;;47.0;mg/l;Fair;
KEN00006;1986-04-22;12:00;0.3;EC;EC-CND-Pt;;520.0;µS/cm;Fair;
KEN00006;1986-04-22;12:00;0.3;TEMP;TEMP-THERMISTOR;;23.0;°C;Fair;
KEN00006;1986-04-22;12:00;0.3;NO3N;COL-BRU;;0.01;mg/l;Fair;
KEN00006;1986-04-22;12:00;0.3;BOD;BOD-T-COL-AZD;;45.0;mg/l;Fair;
KEN00006;1986-04-22;12:00;0.3;COD;T-COL-K2CrO7;;55.0;mg/l;Fair;
KEN00006;1986-04-22;12:00;0.3;F-Dis;F-ISE;;1.5;mg/l;Fair;
KEN00006;1986-04-22;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;192.0;mg/l;Fair;
KEN00006;1986-04-22;12:00;0.3;pH;pH-POT-25;;8.0;---;Fair;
KEN00006;1986-04-22;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;47.0;mg/l;Fair;
KEN00006;1986-06-12;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;7.6;mg/l;Fair;
KEN00006;1986-06-12;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;1.4;mg/l;Fair;
KEN00006;1986-06-12;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;2.9;mg/l;Fair;
KEN00006;1986-06-12;12:00;0.3;K-Dis;FPD;;9.4;mg/l;Fair;
KEN00006;1986-06-12;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;16.0;mg/l;Fair;
KEN00006;1986-06-12;12:00;0.3;SO4-Dis;SO4-TURB;<;0.3;mg/l;Fair;
KEN00006;1986-06-12;12:00;0.3;TRP;COL-SnCl;<;0.01;mg/l;Fair;
KEN00006;1986-06-12;12:00;0.3;SiO2-Rea;COL-HB;;19.0;mg/l;Fair;
KEN00006;1986-06-12;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;3.5;mg/l;Fair;
